Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
0,2005,5,3,216,48,336,12,0,1,0,53035,0,6,2,7444,8792,11161,12447,7832,9151,11474,12716,52117,20166,34,9020,0,1169,1
0,2004,6,8,42,21,15,14,0,1,0,83292,3,5,3,7034,8699,10674,12210,6452,7953,10612,11842,19619,20166,34,8290,0,1243,1
0,2003,7,22,310,73,205,5,0,1,0,98674,0,5,2,2788,4010,5297,7618,2469,3530,5544,6773,52117,20166,34,4330,0,2074,1
0,2006,4,13,600,21,248,13,0,1,0,80814,2,6,3,10022,13383,14302,16933,9876,12205,14222,15827,19619,20166,34,6660,0,2022,1
0,2001,9,23,544,78,215,13,0,2,1,74145,0,0,2,2010,2716,5592,9499,1708,2480,4113,4803,19619,20166,34,2925,0,1923,1
0,2006,4,5,119,6,489,2,0,2,1,94719,0,11,0,6337,7918,10674,11976,6045,7572,9988,11954,52117,20166,34,4880,0,1918,1
0,2006,4,27,101,6,109,5,0,1,0,86215,3,5,3,7490,8420,10418,11736,7967,9058,11399,13093,52117,20166,34,8920,0,594,1
0,2007,3,3,137,49,169,12,0,2,1,73976,0,0,2,5504,6648,9059,10175,5268,6498,8824,9987,52117,20166,34,4830,0,803,1
0,2007,3,4,12,6,109,6,0,2,1,68048,0,9,0,10422,12236,14671,16277,10476,12306,14965,16431,52117,20166,34,9825,0,1215,1
0,2004,6,5,1,84,542,2,0,1,0,91720,0,4,0,8286,10585,12691,14751,8731,10914,13587,15245,52117,20166,34,10530,0,2062,1
0,2005,5,16,447,64,192,6,0,1,0,70040,0,2,1,6708,7731,11028,12118,6586,7798,10672,12068,52117,20166,34,6900,0,1506,1
0,2006,4,5,613,89,109,1,0,2,1,58938,0,5,0,4040,5248,7319,8547,4104,5283,7253,8913,52117,20166,34,5990,0,920,1
0,2002,8,6,225,103,80,13,0,1,0,94019,0,7,1,4231,5587,7827,9239,4103,5341,7263,8736,52117,20166,34,6320,0,1930,1
0,2006,4,9,588,30,147,14,0,1,0,81264,2,5,3,6328,7554,10311,12309,6388,7240,9596,11093,52117,20166,34,7320,0,853,1
0,2005,5,6,262,113,236,6,0,1,0,82187,0,0,1,3255,4146,5925,7189,3637,4679,7320,8012,52117,20166,34,5030,0,1243,1
0,2007,3,6,262,113,196,13,0,2,1,55624,0,0,1,5836,7412,9723,11180,5297,6712,8440,9946,52117,20166,34,6000,0,920,1
0,2005,4,3,667,48,291,6,0,1,0,71672,0,6,2,8080,9677,9226,10951,7138,8564,8209,9749,99740,50111,7,7315,0,1155,1
0,2006,3,5,129,6,109,13,0,2,1,44405,0,9,0,9150,10821,10382,12187,8434,9944,9609,11240,99740,50111,7,9725,0,975,1
0,2006,3,26,276,70,109,4,0,2,1,59000,2,5,3,4390,5597,5241,6545,3752,4653,4552,5525,99740,50111,7,4605,0,505,1
0,2006,3,4,486,95,242,4,0,1,0,66653,0,1,0,11223,13294,12621,14858,10290,12474,11613,13972,99740,50111,7,9325,0,1215,1
0,2006,3,4,655,6,489,13,0,2,1,67821,0,11,0,7374,8295,8464,9459,7330,8251,8416,9411,99740,50111,7,6315,0,1411,1
0,2003,6,19,422,29,146,2,0,1,0,94174,3,2,3,5598,6893,6546,7944,4474,5603,7803,9551,99740,50111,7,6615,0,1641,1
0,2007,2,4,507,95,109,13,0,2,1,62845,0,5,0,5460,6274,9276,9993,5333,6555,8687,9916,1231,50111,7,5720,1,1215,1
0,2003,6,5,617,20,138,14,0,1,0,74296,0,5,0,2836,3780,6070,7398,2836,3780,6070,7398,1231,50111,7,4015,1,1689,1
0,2003,6,6,717,53,515,4,0,1,0,93730,0,11,1,2400,3291,5840,6575,2508,3364,5447,6537,1231,50111,7,3405,1,2506,1
0,2002,8,5,172,81,460,13,0,1,0,75719,0,8,0,5158,6542,8722,10134,5153,6536,8551,9778,22916,50111,7,4200,0,1806,1
0,2003,7,22,314,32,22,1,0,1,0,82202,0,5,2,3881,5188,7009,8330,3869,5172,6926,7942,1231,50111,7,4110,1,2712,1
0,2004,6,9,192,30,109,13,0,2,1,50515,2,5,3,2741,3874,5962,7504,2959,4065,6190,7866,1231,50111,7,5820,1,505,1
0,2006,4,23,712,6,69,1,0,2,1,75763,0,6,2,6391,7912,10610,12321,6768,8679,10779,12943,22916,50111,7,6925,0,1623,1
0,2006,4,22,296,6,197,6,0,2,1,64734,0,5,2,6468,7649,9976,11265,6660,7815,9928,11181,1231,50111,7,7505,1,923,1
0,2007,3,3,343,48,169,6,0,2,1,69844,0,2,2,7861,9108,11702,12982,8231,9466,11598,13020,1231,50111,7,7905,1,1703,1
0,2005,5,3,343,6,109,13,0,2,1,89196,0,2,2,4550,5640,7807,8944,4751,5859,7581,9278,1231,50111,7,5690,1,2152,1
0,2006,4,4,507,6,109,14,0,2,1,39467,0,5,0,5455,6561,8688,9859,5627,6745,8635,10084,1231,50111,7,6495,1,882,1
0,2006,4,13,474,21,140,14,0,2,1,59492,2,5,3,5119,6573,7803,10023,4862,5865,8561,9254,1231,50111,7,5720,1,671,1
0,2007,3,22,701,6,357,12,1,2,1,59050,0,5,2,7812,9323,10566,12814,7145,8288,10446,11586,1231,50111,7,6525,1,505,1
0,2004,6,4,507,6,109,14,0,2,1,80674,0,5,0,3549,4543,7027,8995,3666,4691,6807,8157,1231,50111,7,5430,1,1503,1
0,2006,4,19,53,6,109,14,0,2,1,72373,3,5,3,8394,10232,12277,13674,8135,9652,11526,12685,1231,50111,7,8035,1,686,1
0,2007,3,22,294,6,11,1,0,1,0,87903,0,0,2,6683,7731,10160,10934,5838,7301,9843,11032,1231,50111,7,5830,1,853,1
0,2007,3,23,359,2,164,13,0,2,1,59279,0,5,2,6340,7574,9909,11051,6651,7723,10033,10913,1231,50111,7,5830,1,671,1
0,2003,7,6,262,87,36,6,1,1,0,107420,0,0,1,3828,4804,6942,8208,4886,6088,7835,9260,20833,72117,1,3465,0,1750,1
0,2004,6,4,507,56,166,4,0,1,0,96014,0,5,0,3909,4495,7101,7776,3713,4682,6930,8074,8655,72117,1,4180,0,1630,1
0,2002,8,23,370,52,376,1,0,1,0,90244,0,5,2,2744,3529,5409,5965,2508,3656,5203,6077,19662,72117,1,4110,0,2939,1
0,2003,7,1,125,15,131,14,0,2,1,95048,0,5,2,3112,4265,6122,7199,2841,3976,5752,6906,8655,72117,1,4265,0,2651,1
0,2004,6,22,625,73,11,12,0,2,1,75532,0,0,2,3175,4149,5389,6346,2969,4252,6039,7293,1235,55369,16,4460,1,1155,1
0,2006,4,5,127,6,109,1,0,2,1,60977,0,9,0,7624,8858,11619,12671,8189,9589,12112,13511,1231,55369,16,9505,1,1215,1
0,2006,3,3,345,48,169,1,0,2,1,70675,0,2,2,7040,7998,8103,9138,7230,8276,8308,9438,8655,38118,31,7235,0,1974,1
0,2006,3,3,79,48,169,12,1,2,1,16545,0,0,2,4801,5679,5685,6633,4396,5208,5248,6125,8655,38118,31,5210,0,582,1
0,2004,5,4,511,6,109,6,0,2,1,58669,0,5,0,4098,5006,4926,5906,3910,4687,4723,5562,8655,38118,31,5335,0,1086,1
0,2006,3,23,365,2,164,13,0,2,1,53366,0,5,2,6071,7191,7057,8266,5792,6916,6755,7969,8655,38118,31,5910,0,671,1
0,2004,5,9,193,32,150,13,0,1,0,69824,2,5,3,4084,4856,4911,5744,4546,5519,5410,6461,20833,38118,31,4685,0,533,1
0,2005,4,3,401,6,109,1,0,2,1,33622,0,5,2,4905,6321,5797,7327,4905,6321,5797,7327,20392,38118,31,6440,0,702,1
0,2005,4,3,672,48,291,2,0,1,0,70536,0,6,2,9302,11313,10546,12718,9302,11313,10546,12718,8655,38118,31,8855,0,1974,1
0,2006,3,3,335,49,271,9,0,1,0,66976,0,5,2,5878,7102,6848,8170,5878,7102,6848,8170,19662,38118,31,6540,0,728,1
0,2004,5,22,326,32,153,5,0,1,0,69064,0,2,2,5179,6598,6093,7626,5179,6598,6093,7626,17212,38118,31,6610,0,1703,1
0,2007,2,5,131,6,118,6,0,2,1,60936,0,9,0,9784,11267,11067,12668,9784,11267,11067,12668,19662,38118,31,9825,0,1215,1
0,2007,3,3,689,48,526,14,0,1,0,72840,0,11,2,6311,8654,10394,13009,6122,8003,10460,12547,25100,38118,31,6490,0,2091,1
0,2001,9,1,382,15,131,2,0,1,0,93662,0,2,2,3040,4268,6216,7700,2742,3986,5429,6740,18881,38118,31,4150,0,2939,1
0,2007,3,3,351,49,177,13,0,1,0,72335,0,2,2,7745,9231,11686,13045,7331,8639,10747,12339,18881,38118,31,7430,0,1974,1
0,2003,7,4,507,6,109,2,0,2,1,80013,0,5,0,2763,3509,5553,6501,3012,3904,6019,6928,18111,38118,31,5150,0,1803,1
0,2005,5,3,343,6,109,13,0,2,1,82635,0,2,2,3987,5065,8248,10478,4102,5318,7358,8702,1141,17406,29,5025,1,2152,1
0,2003,7,6,246,103,287,1,0,1,0,59831,0,6,1,5786,6901,9673,11010,5513,5772,9137,9423,20740,17406,29,6440,0,1634,1
0,2004,6,5,119,73,498,2,0,2,1,81069,0,11,0,3284,4269,6992,8403,3231,4230,6820,8783,20740,17406,29,5015,0,1763,1
0,2008,2,3,351,48,171,1,0,2,1,78930,0,2,2,8329,9525,12696,14094,8371,9595,11723,13532,16044,17406,29,7750,0,1974,1
0,2007,3,3,137,49,169,2,0,2,1,82711,0,0,2,5833,6771,9915,11510,6012,6913,9028,10068,20740,17406,29,6440,0,853,1
0,2002,8,4,507,56,166,12,0,1,0,71930,0,5,0,3275,4254,6356,7523,3515,4573,5915,6887,20740,17406,29,5395,0,1689,1
0,2005,5,3,137,6,109,14,1,2,1,48850,0,0,2,3725,4841,7113,7945,4204,5199,7182,8246,20740,17406,29,5115,0,623,1
0,2003,7,5,467,89,221,6,1,1,0,85452,0,0,0,2517,3558,5139,6172,2363,3190,5161,6065,52646,17406,29,3805,0,1023,1
0,2006,4,3,343,49,177,4,0,1,0,72401,0,2,2,6397,7756,9747,11069,6033,7306,9092,10745,11410,17406,29,7525,1,1974,1
0,2007,3,3,78,48,169,2,1,2,1,38598,0,0,2,4257,5245,7181,8338,4372,5175,7621,8373,52646,17406,29,5195,0,582,1
0,2005,4,4,487,6,241,14,0,1,0,40764,0,1,0,0,1,0,0,0,1,0,0,5546,34203,5,7560,0,975,1
0,2001,9,6,636,75,200,1,0,1,0,67082,0,5,1,2679,3144,5246,5798,2231,3451,4747,5777,5546,34203,5,4525,0,1125,1
0,2003,7,23,370,45,160,14,0,2,1,68626,0,5,2,3498,4721,6073,7093,3080,4141,6346,7187,5546,34203,5,4325,0,1613,1
0,2002,8,23,715,6,75,12,0,1,0,88538,0,6,2,3621,4621,6564,7519,3002,4052,6062,7039,5546,34203,5,5800,0,1933,1
0,2006,4,4,507,6,109,14,0,1,0,59366,0,5,0,5070,6022,8314,9330,5210,6248,8758,9820,5546,34203,5,5155,0,1086,1
0,2006,4,3,399,48,169,12,0,2,1,47802,0,5,2,6957,8478,10213,11548,6396,7868,9560,11088,5546,34203,5,7175,0,764,1
0,2005,5,22,323,6,109,14,0,2,1,78925,0,2,2,5362,6786,8381,9519,4867,6054,8385,9711,5546,34203,5,6645,0,1974,1
0,2004,6,23,712,6,69,13,0,2,1,89273,0,6,2,3479,4499,6587,8015,3527,4451,7265,8315,5546,34203,5,5235,0,1763,1
0,2001,9,12,320,56,370,1,0,1,0,77616,0,6,0,4490,5677,8305,10303,4439,5911,7804,9129,5546,34203,5,7345,0,2391,1
0,2006,4,22,323,6,109,14,0,1,0,92902,0,2,2,6236,7892,9869,11290,6142,7602,9607,11015,5546,34203,5,5865,0,2351,1
0,2005,5,15,428,118,158,12,0,2,1,56308,2,5,3,5156,6207,9221,10052,5654,7023,9275,10868,5546,34203,5,6975,0,1003,1
0,2002,7,3,695,48,512,14,0,2,1,64826,0,11,2,2001,2980,2661,3718,1945,2862,2601,3591,5546,33619,5,3800,0,4210,1
0,2003,6,22,95,73,109,13,0,2,1,79905,0,2,2,3912,4994,4725,5894,3830,4648,4636,5520,5546,33619,5,4900,0,2508,1
0,2001,8,6,268,73,197,12,1,1,0,89724,0,0,1,2435,3217,3130,3974,2393,3225,3084,3983,5546,33619,5,3100,0,1543,1
0,2003,6,3,695,48,511,12,0,1,0,96315,0,11,2,3067,3988,3812,4807,3878,4673,4688,5547,19638,33619,5,4100,0,5913,1
0,2002,7,6,718,73,102,4,0,1,0,88820,0,11,1,3115,4030,3864,4852,2918,3790,3651,4593,19638,33619,5,4800,0,2322,1
0,2006,3,3,401,49,176,14,0,2,1,72539,0,5,2,6469,7548,7487,8652,6487,7317,7506,8402,21973,33619,5,5300,0,1038,1
0,2004,5,18,379,20,138,14,1,2,1,82430,2,0,3,3664,4652,4457,5524,3530,4173,4312,5007,5546,33619,5,4100,0,594,1
0,2001,8,1,490,6,109,13,0,3,2,87829,0,2,2,3955,5051,4771,5955,4111,5240,4940,6159,5546,33619,5,4600,0,2452,1
0,2003,6,6,637,76,210,14,0,1,0,78536,0,5,1,3296,4352,4060,5200,2852,3844,3580,4652,5546,33619,5,4500,0,1220,1
0,2001,8,22,324,73,205,14,0,1,0,69267,0,2,2,2577,3421,3283,4195,2409,3308,3102,4073,5546,33619,5,4500,0,2003,1
0,2004,5,6,637,73,197,6,0,1,0,85466,0,5,1,2772,3865,3494,4674,3100,4366,3848,5215,5546,33619,5,4900,0,983,1
0,2001,8,12,317,55,368,3,0,1,0,88448,0,6,0,3376,4371,4146,5221,3376,4371,4146,5221,19638,33619,5,4800,0,2193,1
0,2004,5,9,590,6,109,14,1,2,1,43323,2,5,3,3086,4337,3833,5184,3086,4337,3833,5184,5546,33619,5,4700,0,623,1
0,2002,7,4,510,6,109,13,0,2,1,97070,0,5,0,2608,3376,3317,4146,2608,3376,3317,4146,19638,33619,5,3600,0,1930,1
0,2003,6,6,718,53,515,13,0,1,0,84774,0,11,1,2677,3625,3391,4415,2677,3625,3391,4415,5546,33619,5,4600,0,2322,1
0,2004,5,5,615,73,109,14,0,2,1,57286,0,5,0,2483,3453,3182,4229,2506,3472,5479,6816,19638,33619,5,5300,0,920,1
0,2005,4,3,82,48,109,2,0,2,1,81140,0,0,2,2998,3874,3738,4684,3169,3813,6252,7004,19638,33619,5,4100,0,853,1
0,2004,5,1,529,10,328,14,0,2,1,75855,0,6,2,8228,10455,9386,11791,6525,7477,10746,11636,5546,33619,5,7500,0,4622,1
0,2002,7,6,717,73,102,4,0,1,0,94736,0,11,1,2306,3486,2990,4265,2392,3381,3083,4151,5546,33619,5,3500,0,2506,1
0,2002,7,5,179,92,304,6,0,1,0,77951,0,6,0,4146,4974,4978,5872,3138,3975,6064,7681,19638,33619,5,4800,0,1923,1
0,2005,4,3,137,6,109,14,0,2,1,85439,0,0,2,4252,5322,5092,6248,3833,4736,7217,8384,19638,33619,5,4000,0,853,1
0,2001,8,6,636,53,185,2,0,2,1,86796,0,5,1,1993,2852,2652,3580,1872,2848,4587,5633,5546,33619,5,3900,0,1283,1
0,2003,6,9,565,30,74,14,0,1,0,78089,2,6,3,5023,6299,5925,7303,4185,5115,7757,8241,19638,33619,5,6100,0,1455,1
0,2006,3,3,406,49,176,13,0,2,1,53420,0,5,2,5899,7571,6871,8677,6357,8021,10565,12281,19638,33619,5,6500,0,1003,1
0,2005,4,4,485,6,241,5,0,2,1,72239,0,1,0,5558,6768,6503,7809,5883,7012,9526,10767,5546,33619,5,7600,0,1389,1
0,2003,6,15,675,53,255,5,0,1,0,65262,2,7,3,4151,5791,4983,6754,4337,5551,7196,8538,19638,33619,5,5300,0,1125,1
0,2006,4,9,592,30,147,2,0,1,0,77783,2,5,3,6595,7893,9970,11813,6382,7766,9819,11590,5546,33619,5,7100,0,803,1
0,2004,6,19,287,6,433,14,1,1,0,90163,3,8,3,5491,6721,8926,10150,5466,6733,8624,10103,5546,33619,5,5435,0,620,1
0,2004,6,3,399,14,130,0,0,2,1,49774,0,5,2,2865,3934,5830,6572,2915,4070,5962,6907,5546,33619,5,5965,0,834,1
0,2007,3,5,173,89,282,2,0,1,0,77474,0,6,0,11433,12757,15519,17316,10017,11649,13804,15736,20928,33619,5,8200,0,1272,1
0,2006,4,28,368,6,109,12,0,1,0,86092,1,9,3,8842,10207,13334,15305,8328,9698,12428,14143,20928,33619,5,8350,0,1373,1
0,2005,5,5,617,89,222,6,0,2,1,82128,0,5,0,5647,7014,9047,9977,6247,8240,9697,11630,5546,33619,5,5900,0,1503,1
0,2005,5,6,636,75,201,5,0,1,0,78997,0,5,1,0,0,0,0,0,0,0,0,52646,33619,5,4900,0,920,1
0,2001,8,12,319,55,368,2,0,1,0,63211,0,6,0,3952,4799,4768,5683,4123,5073,4953,5979,19619,45005,26,5965,0,1906,1
0,2003,6,12,392,92,339,7,0,1,0,71137,0,7,0,5246,6400,6166,7412,5163,6367,6076,7376,99740,45005,26,7025,0,1220,1
0,2006,3,5,127,6,109,14,0,2,1,87068,0,9,0,8768,10309,13599,15513,8362,9554,12009,13438,52117,45005,26,8095,0,1503,1
0,2004,6,3,120,6,109,0,0,2,1,74458,0,0,2,2592,3459,5929,7912,2909,3822,5431,6653,52117,45005,26,3965,0,1155,1
0,2005,5,22,439,6,99,2,0,1,0,85697,0,11,2,4761,6253,8650,10308,5427,6892,9286,10635,52117,45005,26,6135,0,5092,1
0,2005,5,13,477,21,140,13,0,1,0,79978,2,5,3,4244,5435,7471,8928,2448,2903,5615,6183,52117,45005,26,6225,0,803,1
0,2005,5,15,423,118,158,6,0,2,1,71743,2,5,3,6219,7672,9898,10804,6165,7796,9863,10860,19619,45005,26,7710,0,1038,1
0,2007,3,4,567,95,223,2,0,1,0,49507,0,5,0,8533,9667,12425,13530,8755,9930,12438,13612,19619,45005,26,8005,0,834,1
0,2003,7,6,460,6,11,14,0,1,0,79279,0,10,1,4641,5691,8204,10060,4128,5179,7202,8435,52117,45005,26,6685,0,1103,1
0,2004,6,4,507,6,109,13,0,2,1,65836,0,5,0,3460,4384,6665,7772,3343,4389,7338,9634,52117,45005,26,5630,0,1215,1
0,2006,4,5,613,89,109,5,0,1,0,74419,0,5,0,4322,5477,7685,8620,4142,5333,7625,8871,52117,45005,26,6035,0,1155,1
0,2005,5,4,485,95,241,14,0,1,0,76737,0,1,0,6079,7447,8494,10634,6029,7484,9800,10978,52117,45005,26,9010,0,1389,1
